,year,avg_temp,MA10,MA25,avg_temp_f,MA10_F,MA25_F
215,1958,17.42596491228069,21.259,21.178800000000003,63.36673684210525,70.2662,70.12184
216,1959,17.41321637426901,21.23,21.191999999999997,63.343789473684225,70.214,70.1456
217,1960,17.318830409356735,21.201,21.2188,63.173894736842065,70.1618,70.19384
218,1961,17.44605263157895,21.156,21.2088,63.402894736842086,70.0808,70.17584
219,1962,17.233128654970745,21.121999999999996,21.187600000000003,63.019631578947376,70.0196,70.13768
220,1963,17.23593567251462,21.081,21.1908,63.02468421052633,69.9458,70.14344000000001
221,1964,17.112134502923976,21.015,21.186,62.801842105263155,69.82700000000001,70.1348
222,1965,17.13105263157895,21.029999999999998,21.1748,62.835894736842064,69.854,70.11464
223,1966,17.386140350877188,21.025,21.151999999999997,63.295052631578905,69.845,70.0736
224,1967,17.181491228070175,20.945,21.1312,62.92668421052629,69.701,70.03616
225,1968,17.10421052631579,20.912,21.1248,62.78757894736844,69.6416,70.02464
226,1969,17.158538011695917,20.929,21.142400000000002,62.885368421052604,69.6722,70.05632
227,1970,17.2687134502924,20.919,21.122,63.0836842105263,69.6542,70.0196
228,1971,17.155175438596487,20.9,21.092399999999998,62.879315789473715,69.62,69.96632000000001
229,1972,17.182836257309944,20.938,21.1008,62.929105263157844,69.6884,69.98144
230,1973,17.44795321637427,20.93,21.072400000000002,63.40631578947366,69.674,69.93032
231,1974,17.194795321637407,20.927,21.0504,62.95063157894741,69.6686,69.89072
232,1975,17.336812865497063,20.891,21.026,63.206263157894696,69.6038,69.8468
233,1976,16.931403508771943,20.903,21.01,62.47652631578945,69.6254,69.818
234,1977,17.47842105263157,20.96,21.0104,63.46115789473679,69.72800000000001,69.81872
235,1978,17.21877192982456,21.003999999999998,21.002,62.9937894736842,69.80720000000001,69.8036
236,1979,17.385263157894734,21.0,20.99,63.293473684210504,69.8,69.782
237,1980,17.334444444444436,21.035,21.0044,63.20200000000007,69.863,69.80792
238,1981,17.468918128654977,21.049,21.003200000000003,63.44405263157891,69.8882,69.80576
239,1982,17.390029239766076,21.068,21.002799999999997,63.30205263157894,69.9224,69.80504
240,1983,17.553567251461992,21.072,20.9976,63.59642105263164,69.92960000000001,69.79568
241,1984,17.264152046783618,21.081,20.9908,63.07547368421054,69.94579999999999,69.78344
242,1985,17.235204678362585,21.092,20.9824,63.02336842105268,69.96560000000001,69.76832
243,1986,17.402397660818714,21.083,20.9808,63.32431578947369,69.9494,69.76544000000001
244,1987,17.618274853801157,21.047,20.9804,63.712894736842074,69.8846,69.76472000000001
245,1988,17.614473684210523,21.021,20.977999999999998,63.706052631578984,69.83779999999999,69.7604
246,1989,17.55163742690058,21.015,20.99,63.592947368421,69.82700000000001,69.78200000000001
247,1990,17.937397660818707,21.035999999999998,21.0068,64.28731578947374,69.8648,69.81224
248,1991,17.6128947368421,21.066,21.0196,63.703210526315786,69.9188,69.83528
249,1992,17.48783625730993,21.014000000000003,21.0304,63.4781052631579,69.82520000000001,69.85472
250,1993,17.41652046783624,21.025,21.042799999999996,63.34973684210529,69.845,69.87704
251,1994,17.780497076023384,21.083000000000002,21.052400000000002,64.0048947368421,69.9494,69.89432000000001
252,1995,17.79362573099416,21.154000000000003,21.0764,64.02852631578942,70.0772,69.93752
253,1996,17.415701754385964,21.171,21.0892,63.34826315789473,70.1078,69.96056
254,1997,17.686111111111106,21.176,21.075599999999998,63.83499999999998,70.1168,69.93608
255,1998,18.205350877192966,21.223,21.0952,64.7696315789474,70.2014,69.97135999999999
256,1999,18.006725146198832,21.196999999999996,21.098000000000003,64.4121052631579,70.15459999999999,69.9764
257,2000,17.882865497076036,21.163,21.1156,64.18915789473678,70.0934,70.00808
258,2001,17.979766081871354,21.166,21.1248,64.36357894736844,70.0988,70.02464
259,2002,18.141666666666673,21.216,21.132799999999996,64.655,70.1888,70.03904
